NOME,TIPO1,TIPO2,FRAQUEZAS_TIPO1,IMUNIDADES_TIPO1,VANTAGENS_TIPO1,FRAQUEZAS_TIPO2,IMUNIDADES_TIPO2,VANTAGENS_TIPO2,EFETIVIDADES,FRAQUEZAS,RESISTENCIAS,IMUNIDADES
Typhlosion Hisuian  Typhlosion,Fire,Ghost,"['Water', 'Ground', 'Rock']",,"['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']","['Ghost', 'Dark']","['Normal', 'Fighting']","['Poison', 'Bug']","{'Normal': 0.0, 'Fire': 0.5, 'Water': 2.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 0.5, 'Fighting': 0.0, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.25, 'Rock': 2.0, 'Ghost': 2.0, 'Dragon': 1.0, 'Dark': 2.0, 'Steel': 0.5, 'Fairy': 0.5}","['Water', 'Ground', 'Rock', 'Ghost', 'Dark']","['Fire', 'Grass', 'Ice', 'Poison', 'Bug', 'Steel', 'Fairy']","['Normal', 'Fighting']"
Totodile,Water,,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[]
Croconaw,Water,,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[]
Feraligatr,Water,,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[]
Sentret,Normal,,['Fighting'],['Ghost'],,,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}",['Fighting'],[],['Ghost']
Furret,Normal,,['Fighting'],['Ghost'],,,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}",['Fighting'],[],['Ghost']
Hoothoot,Normal,Flying,['Fighting'],['Ghost'],,"['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 2.0, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 0.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Electric', 'Ice', 'Rock']","['Grass', 'Bug']","['Ground', 'Ghost']"
Noctowl,Normal,Flying,['Fighting'],['Ghost'],,"['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 2.0, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 0.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Electric', 'Ice', 'Rock']","['Grass', 'Bug']","['Ground', 'Ghost']"
Ledyba,Bug,Flying,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 2.0, 'Grass': 0.25, 'Ice': 2.0, 'Fighting': 0.25, 'Poison': 1.0, 'Ground': 0.0, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 4.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Electric', 'Ice', 'Flying', 'Rock']","['Grass', 'Fighting', 'Bug']",['Ground']
Ledian,Bug,Flying,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 2.0, 'Grass': 0.25, 'Ice': 2.0, 'Fighting': 0.25, 'Poison': 1.0, 'Ground': 0.0, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 4.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Electric', 'Ice', 'Flying', 'Rock']","['Grass', 'Fighting', 'Bug']",['Ground']
Spinarak,Bug,Poison,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.25, 'Ice': 1.0, 'Fighting': 0.25, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Fire', 'Flying', 'Psychic', 'Rock']","['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",[]
Ariados,Bug,Poison,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.25, 'Ice': 1.0, 'Fighting': 0.25, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Fire', 'Flying', 'Psychic', 'Rock']","['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",[]
Crobat,Poison,Flying,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 2.0, 'Grass': 0.25, 'Ice': 2.0, 'Fighting': 0.25, 'Poison': 0.5, 'Ground': 0.0, 'Flying': 1.0, 'Psychic': 2.0, 'Bug': 0.25, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Electric', 'Ice', 'Psychic', 'Rock']","['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",['Ground']
Chinchou,Water,Electric,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']",['Ground'],,"['Electric', 'Flying', 'Steel']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 1.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.25, 'Fairy': 1.0}","['Grass', 'Ground']","['Fire', 'Water', 'Ice', 'Flying', 'Steel']",[]
Lanturn,Water,Electric,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']",['Ground'],,"['Electric', 'Flying', 'Steel']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 1.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.25, 'Fairy': 1.0}","['Grass', 'Ground']","['Fire', 'Water', 'Ice', 'Flying', 'Steel']",[]
Pichu,Electric,,['Ground'],,"['Electric', 'Flying', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 0.5, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}",['Ground'],"['Electric', 'Flying', 'Steel']",[]
Cleffa,Fairy,,"['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 2.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 2.0, 'Fairy': 1.0}","['Poison', 'Steel']","['Fighting', 'Bug', 'Dark']",['Dragon']
Igglybuff,Normal,Fairy,['Fighting'],['Ghost'],,"['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 2.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 0.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 2.0, 'Fairy': 1.0}","['Poison', 'Steel']","['Bug', 'Dark']","['Ghost', 'Dragon']"
Togepi,Fairy,,"['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 2.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 2.0, 'Fairy': 1.0}","['Poison', 'Steel']","['Fighting', 'Bug', 'Dark']",['Dragon']
Togetic,Fairy,Flying,"['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 2.0, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 0.25, 'Poison': 2.0, 'Ground': 0.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.25, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 2.0, 'Fairy': 1.0}","['Electric', 'Ice', 'Poison', 'Rock', 'Steel']","['Grass', 'Fighting', 'Bug', 'Dark']","['Ground', 'Dragon']"
Natu,Psychic,Flying,"['Bug', 'Ghost', 'Dark']",,"['Fighting', 'Psychic']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 2.0, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 0.25, 'Poison': 1.0, 'Ground': 0.0, 'Flying': 1.0, 'Psychic': 0.5, 'Bug': 1.0, 'Rock': 2.0, 'Ghost': 2.0, 'Dragon': 1.0, 'Dark': 2.0, 'Steel': 1.0, 'Fairy': 1.0}","['Electric', 'Ice', 'Rock', 'Ghost', 'Dark']","['Grass', 'Fighting', 'Psychic']",['Ground']
Xatu,Psychic,Flying,"['Bug', 'Ghost', 'Dark']",,"['Fighting', 'Psychic']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 2.0, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 0.25, 'Poison': 1.0, 'Ground': 0.0, 'Flying': 1.0, 'Psychic': 0.5, 'Bug': 1.0, 'Rock': 2.0, 'Ghost': 2.0, 'Dragon': 1.0, 'Dark': 2.0, 'Steel': 1.0, 'Fairy': 1.0}","['Electric', 'Ice', 'Rock', 'Ghost', 'Dark']","['Grass', 'Fighting', 'Psychic']",['Ground']
Mareep,Electric,,['Ground'],,"['Electric', 'Flying', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 0.5, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}",['Ground'],"['Electric', 'Flying', 'Steel']",[]
Flaaffy,Electric,,['Ground'],,"['Electric', 'Flying', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 0.5, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}",['Ground'],"['Electric', 'Flying', 'Steel']",[]
Ampharos,Electric,,['Ground'],,"['Electric', 'Flying', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 0.5, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}",['Ground'],"['Electric', 'Flying', 'Steel']",[]
Ampharos Mega  Ampharos,Electric,Dragon,['Ground'],,"['Electric', 'Flying', 'Steel']","['Ice', 'Dragon', 'Fairy']",,"['Fire', 'Water', 'Electric', 'Grass']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 0.25, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 2.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 2.0}","['Ice', 'Ground', 'Dragon', 'Fairy']","['Fire', 'Water', 'Electric', 'Grass', 'Flying', 'Steel']",[]
Bellossom,Grass,,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']",,,,"{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 2.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[]
Marill,Water,Fairy,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']","['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 0.5, 'Poison': 2.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 1.0}","['Electric', 'Grass', 'Poison']","['Fire', 'Water', 'Ice', 'Fighting', 'Bug', 'Dark']",['Dragon']
Azumarill,Water,Fairy,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']","['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 0.5, 'Poison': 2.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 1.0}","['Electric', 'Grass', 'Poison']","['Fire', 'Water', 'Ice', 'Fighting', 'Bug', 'Dark']",['Dragon']
Sudowoodo,Rock,,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",,"['Normal', 'Fire', 'Poison', 'Flying']",,,,"{'Normal': 0.5, 'Fire': 0.5, 'Water': 2.0, 'Electric': 1.0, 'Grass': 2.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']","['Normal', 'Fire', 'Poison', 'Flying']",[]
Politoed,Water,,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[]
Hoppip,Grass,Flying,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 1.0, 'Grass': 0.25, 'Ice': 4.0, 'Fighting': 0.5, 'Poison': 2.0, 'Ground': 0.0, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Rock']","['Water', 'Grass', 'Fighting']",['Ground']
Skiploom,Grass,Flying,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 1.0, 'Grass': 0.25, 'Ice': 4.0, 'Fighting': 0.5, 'Poison': 2.0, 'Ground': 0.0, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Rock']","['Water', 'Grass', 'Fighting']",['Ground']
Jumpluff,Grass,Flying,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 1.0, 'Grass': 0.25, 'Ice': 4.0, 'Fighting': 0.5, 'Poison': 2.0, 'Ground': 0.0, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Rock']","['Water', 'Grass', 'Fighting']",['Ground']
Aipom,Normal,,['Fighting'],['Ghost'],,,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}",['Fighting'],[],['Ghost']
Sunkern,Grass,,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']",,,,"{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 2.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[]
Sunflora,Grass,,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']",,,,"{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 2.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[]
Yanma,Bug,Flying,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 2.0, 'Grass': 0.25, 'Ice': 2.0, 'Fighting': 0.25, 'Poison': 1.0, 'Ground': 0.0, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 4.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Electric', 'Ice', 'Flying', 'Rock']","['Grass', 'Fighting', 'Bug']",['Ground']
Wooper,Water,Ground,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']","['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 1.0, 'Electric': 0.0, 'Grass': 4.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}",['Grass'],"['Fire', 'Poison', 'Rock', 'Steel']",['Electric']
Wooper Paldean  Wooper,Poison,Ground,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 2.0, 'Electric': 0.0, 'Grass': 1.0, 'Ice': 2.0, 'Fighting': 0.5, 'Poison': 0.25, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Water', 'Ice', 'Ground', 'Psychic']","['Fighting', 'Poison', 'Bug', 'Rock', 'Fairy']",['Electric']
Quagsire,Water,Ground,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']","['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 1.0, 'Electric': 0.0, 'Grass': 4.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}",['Grass'],"['Fire', 'Poison', 'Rock', 'Steel']",['Electric']
Espeon,Psychic,,"['Bug', 'Ghost', 'Dark']",,"['Fighting', 'Psychic']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 0.5, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 2.0, 'Dragon': 1.0, 'Dark': 2.0, 'Steel': 1.0, 'Fairy': 1.0}","['Bug', 'Ghost', 'Dark']","['Fighting', 'Psychic']",[]
